timestamp,user_id,pixel_color,coordinate
2022-04-02 12:00:00.000 UTC,User_Boundary,#000000,"0,0"
2022-04-02 12:15:00.000 UTC,User_Boundary,#000000,"0,0"
2022-04-02 12:30:01.000 UTC,User_Boundary,#000000,"0,0"
2022-04-02 12:30:02.000 UTC,User_Boundary,#000000,"0,0"
2022-04-02 12:01:00.000 UTC,User_Normal,#FF4500,"1,1"
2022-04-02 12:10:00.000 UTC,User_Normal,#FF4500,"1,1"
2022-04-02 12:30:00.000 UTC,User_Normal,#FF4500,"1,1"
2022-04-02 12:32:00.000 UTC,User_Normal,#FF4500,"1,1"
2022-04-02 12:45:00.000 UTC,User_OnePixel,#000000,"2,2"
2022-04-01 15:00:00.000 UTC,User_Old,#FFFFFF,"3,3"
2022-04-02 12:10:00.000 UTC,User_Old,#FFFFFF,"3,3"
2022-04-02 12:00:00.000 UTC,User_Spam,#00CCC0,"4,4"
2022-04-02 12:00:10.000 UTC,User_Spam,#00CCC0,"4,4"
2022-04-02 12:00:20.000 UTC,User_Spam,#00CCC0,"4,4"
2022-04-02 12:00:30.000 UTC,User_Spam,#00CCC0,"4,4"
2022-04-02 12:00:40.000 UTC,User_Spam,#00CCC0,"4,4"
2022-04-02 12:00:50.000 UTC,User_Spam,#00CCC0,"4,4"
2022-04-02 12:01:00.000 UTC,User_Spam,#00CCC0,"4,4"
2022-04-02 12:01:10.000 UTC,User_Spam,#00CCC0,"4,4"
2022-04-02 12:01:20.000 UTC,User_Spam,#00CCC0,"4,4"
2022-04-02 12:01:30.000 UTC,User_Spam,#00CCC0,"4,4"
2022-04-02 12:01:40.000 UTC,User_Spam,#00CCC0,"4,4"
2022-04-02 12:01:50.000 UTC,User_Spam,#00CCC0,"4,4"
2022-04-02 12:02:00.000 UTC,User_Spam,#00CCC0,"4,4"
2022-04-02 12:02:10.000 UTC,User_Spam,#00CCC0,"4,4"
2022-04-02 12:02:20.000 UTC,User_Spam,#00CCC0,"4,4"
2022-04-02 12:02:30.000 UTC,User_Spam,#00CCC0,"4,4"
2022-04-02 12:02:40.000 UTC,User_Spam,#00CCC0,"4,4"
2022-04-02 12:02:50.000 UTC,User_Spam,#00CCC0,"4,4"
2022-04-02 12:03:00.000 UTC,User_Spam,#00CCC0,"4,4"
2022-04-02 12:03:10.000 UTC,User_Spam,#00CCC0,"4,4"
2022-04-02 12:03:20.000 UTC,User_Spam,#00CCC0,"4,4"
2022-04-02 12:03:30.000 UTC,User_Spam,#00CCC0,"4,4"
2022-04-02 12:03:40.000 UTC,User_Spam,#00CCC0,"4,4"
2022-04-02 12:03:50.000 UTC,User_Spam,#00CCC0,"4,4"
2022-04-02 12:04:00.000 UTC,User_Spam,#00CCC0,"4,4"
2022-04-02 12:04:10.000 UTC,User_Spam,#00CCC0,"4,4"
2022-04-02 12:04:20.000 UTC,User_Spam,#00CCC0,"4,4"
2022-04-02 12:04:30.000 UTC,User_Spam,#00CCC0,"4,4"
2022-04-02 12:04:40.000 UTC,User_Spam,#00CCC0,"4,4"
2022-04-02 12:04:50.000 UTC,User_Spam,#00CCC0,"4,4"
2022-04-02 12:05:00.000 UTC,User_Spam,#00CCC0,"4,4"
2022-04-02 12:05:10.000 UTC,User_Spam,#00CCC0,"4,4"
2022-04-02 12:05:20.000 UTC,User_Spam,#00CCC0,"4,4"
2022-04-02 12:05:30.000 UTC,User_Spam,#00CCC0,"4,4"
2022-04-02 12:05:40.000 UTC,User_Spam,#00CCC0,"4,4"
2022-04-02 12:05:50.000 UTC,User_Spam,#00CCC0,"4,4"
2022-04-02 12:06:00.000 UTC,User_Spam,#00CCC0,"4,4"
2022-04-02 12:06:10.000 UTC,User_Spam,#00CCC0,"4,4"
2022-04-02 12:06:20.000 UTC,User_Spam,#00CCC0,"4,4"
2022-04-02 12:06:30.000 UTC,User_Spam,#00CCC0,"4,4"
2022-04-02 12:06:40.000 UTC,User_Spam,#00CCC0,"4,4"
2022-04-02 12:06:50.000 UTC,User_Spam,#00CCC0,"4,4"
2022-04-02 12:07:00.000 UTC,User_Spam,#00CCC0,"4,4"
2022-04-02 12:07:10.000 UTC,User_Spam,#00CCC0,"4,4"
2022-04-02 12:07:20.000 UTC,User_Spam,#00CCC0,"4,4"
2022-04-02 12:07:30.000 UTC,User_Spam,#00CCC0,"4,4"
2022-04-02 12:07:40.000 UTC,User_Spam,#00CCC0,"4,4"
2022-04-02 12:07:50.000 UTC,User_Spam,#00CCC0,"4,4"
2022-04-02 12:08:00.000 UTC,User_Spam,#00CCC0,"4,4"
2022-04-02 12:08:10.000 UTC,User_Spam,#00CCC0,"4,4"
2022-04-02 12:08:20.000 UTC,User_Spam,#00CCC0,"4,4"
2022-04-02 12:08:30.000 UTC,User_Spam,#00CCC0,"4,4"
2022-04-02 12:08:40.000 UTC,User_Spam,#00CCC0,"4,4"
2022-04-02 12:08:50.000 UTC,User_Spam,#00CCC0,"4,4"
2022-04-02 12:09:00.000 UTC,User_Spam,#00CCC0,"4,4"
2022-04-02 12:09:10.000 UTC,User_Spam,#00CCC0,"4,4"
2022-04-02 12:09:20.000 UTC,User_Spam,#00CCC0,"4,4"
2022-04-02 12:09:30.000 UTC,User_Spam,#00CCC0,"4,4"
2022-04-02 12:09:40.000 UTC,User_Spam,#00CCC0,"4,4"
2022-04-02 12:09:50.000 UTC,User_Spam,#00CCC0,"4,4"
2022-04-02 12:10:00.000 UTC,User_Spam,#00CCC0,"4,4"
2022-04-02 12:10:10.000 UTC,User_Spam,#00CCC0,"4,4"
2022-04-02 12:10:20.000 UTC,User_Spam,#00CCC0,"4,4"
2022-04-02 12:10:30.000 UTC,User_Spam,#00CCC0,"4,4"
2022-04-02 12:10:40.000 UTC,User_Spam,#00CCC0,"4,4"
2022-04-02 12:10:50.000 UTC,User_Spam,#00CCC0,"4,4"
2022-04-02 12:11:00.000 UTC,User_Spam,#00CCC0,"4,4"
2022-04-02 12:11:10.000 UTC,User_Spam,#00CCC0,"4,4"
2022-04-02 12:11:20.000 UTC,User_Spam,#00CCC0,"4,4"
2022-04-02 12:11:30.000 UTC,User_Spam,#00CCC0,"4,4"
2022-04-02 12:11:40.000 UTC,User_Spam,#00CCC0,"4,4"
2022-04-02 12:11:50.000 UTC,User_Spam,#00CCC0,"4,4"
2022-04-02 12:12:00.000 UTC,User_Spam,#00CCC0,"4,4"
2022-04-02 12:12:10.000 UTC,User_Spam,#00CCC0,"4,4"
2022-04-02 12:12:20.000 UTC,User_Spam,#00CCC0,"4,4"
2022-04-02 12:12:30.000 UTC,User_Spam,#00CCC0,"4,4"
2022-04-02 12:12:40.000 UTC,User_Spam,#00CCC0,"4,4"
2022-04-02 12:12:50.000 UTC,User_Spam,#00CCC0,"4,4"
2022-04-02 12:13:00.000 UTC,User_Spam,#00CCC0,"4,4"
2022-04-02 12:13:10.000 UTC,User_Spam,#00CCC0,"4,4"
2022-04-02 12:13:20.000 UTC,User_Spam,#00CCC0,"4,4"
2022-04-02 12:13:30.000 UTC,User_Spam,#00CCC0,"4,4"
2022-04-02 12:13:40.000 UTC,User_Spam,#00CCC0,"4,4"
2022-04-02 12:13:50.000 UTC,User_Spam,#00CCC0,"4,4"
2022-04-02 12:14:00.000 UTC,User_Spam,#00CCC0,"4,4"
2022-04-02 12:14:10.000 UTC,User_Spam,#00CCC0,"4,4"
2022-04-02 12:14:20.000 UTC,User_Spam,#00CCC0,"4,4"
2022-04-02 12:14:30.000 UTC,User_Spam,#00CCC0,"4,4"
2022-04-02 12:14:40.000 UTC,User_Spam,#00CCC0,"4,4"